id,depart,departLane,departPos,departSpeed,departDelay,arrival,arrivalLane,arrivalPos,arrivalSpeed,duration,routeLength,waitingTime,waitingCount,stopTime,timeLoss,rerouteNo,devices,vType,speedFactor,vaporized,emissions
flow4.96.2,3489.0,-758926622_0,5.1,0.0,8.0,3819.0,132346057#5_0,344.19,7.58,330.0,1923.34,56.0,3,0.0,97.81,0,tripinfo_flow4.96.2 emissions_flow4.96.2,car_slow,1.18,,
flow4.96.3,3493.0,-758926622_0,5.1,0.0,12.0,3828.0,132346057#5_0,344.19,8.06,335.0,1923.34,53.0,3,0.0,102.23,0,tripinfo_flow4.96.3 emissions_flow4.96.3,car_slow,1.14,,
flow1.25.1,946.0,-355037966#4_0,5.1,0.0,3.0,3832.0,758926622_0,154.47,13.78,2886.0,1332.87,19.0,2,2705.0,60.21,0,tripinfo_flow1.25.1 emissions_flow1.25.1,car,0.88,,
flow1.25.2,950.0,-355037966#4_0,5.1,0.0,7.0,3839.0,758926622_0,154.47,12.6,2889.0,1332.87,11.0,2,2705.0,46.95,0,tripinfo_flow1.25.2 emissions_flow1.25.2,car,0.71,,
flow1.25.3,953.0,-355037966#4_0,5.1,0.0,10.0,3841.0,758926622_0,154.47,12.92,2888.0,1332.87,11.0,2,2705.0,68.21,0,tripinfo_flow1.25.3 emissions_flow1.25.3,car,0.96,,
flow4.96.4,3496.0,-758926622_0,5.1,0.0,15.0,3843.0,132346057#5_0,344.19,7.21,347.0,1923.34,51.0,3,0.0,105.2,0,tripinfo_flow4.96.4 emissions_flow4.96.4,car_slow,0.91,,
flow1.25.4,956.0,-355037966#4_0,5.1,0.0,13.0,3844.0,758926622_0,154.47,13.18,2888.0,1332.87,9.0,2,2705.0,79.21,0,tripinfo_flow1.25.4 emissions_flow1.25.4,car,1.3,,
flow4.96.5,3500.0,-758926622_0,5.1,0.0,19.0,3845.0,132346057#5_0,344.19,7.96,345.0,1923.34,49.0,3,0.0,112.04,0,tripinfo_flow4.96.5 emissions_flow4.96.5,car_slow,1.01,,
flow1.25.5,959.0,-355037966#4_0,5.1,0.0,16.0,3849.0,758926622_0,154.47,12.92,2890.0,1332.87,16.0,4,2705.0,73.29,0,tripinfo_flow1.25.5 emissions_flow1.25.5,car,1.01,,
flow4.96.6,3504.0,-758926622_0,5.1,0.0,23.0,3852.0,132346057#5_0,344.19,7.38,348.0,1923.34,47.0,1,0.0,107.68,0,tripinfo_flow4.96.6 emissions_flow4.96.6,car_slow,0.93,,
flow1.25.6,962.0,-355037966#4_0,5.1,0.0,19.0,3855.0,758926622_0,154.47,13.88,2893.0,1332.87,9.0,3,2705.0,63.73,0,tripinfo_flow1.25.6 emissions_flow1.25.6,car,0.84,,
flow1.54,1946.0,-355037966#4_0,5.1,0.0,0.0,3892.0,758926622_0,154.47,8.22,1946.0,1332.87,1.0,1,1761.0,23.16,0,tripinfo_flow1.54 emissions_flow1.54,car_slow,1.04,,
flow1.54.1,1950.0,-355037966#4_0,5.1,0.0,4.0,3901.0,758926622_0,154.47,7.81,1951.0,1332.87,0.0,0,1761.0,25.87,0,tripinfo_flow1.54.1 emissions_flow1.54.1,car_slow,0.94,,
flow1.54.2,1953.0,-355037966#4_0,5.1,0.0,7.0,3904.0,758926622_0,154.47,8.15,1951.0,1332.87,0.0,0,1761.0,28.74,0,tripinfo_flow1.54.2 emissions_flow1.54.2,car_slow,1.04,,
flow1.54.3,1957.0,-355037966#4_0,5.1,0.0,11.0,3909.0,758926622_0,154.47,7.82,1952.0,1332.87,1.0,1,1761.0,28.75,0,tripinfo_flow1.54.3 emissions_flow1.54.3,car_slow,1.02,,
flow1.54.4,1961.0,-355037966#4_0,5.1,0.0,15.0,3914.0,758926622_0,154.47,7.71,1953.0,1332.87,0.0,0,1761.0,30.21,0,tripinfo_flow1.54.4 emissions_flow1.54.4,car_slow,1.04,,
flow4.91,3721.0,-758926622_0,5.1,0.0,0.0,3931.0,132346057#5_0,344.19,6.91,210.0,1923.34,0.0,0,0.0,27.86,0,tripinfo_flow4.91 emissions_flow4.91,car,0.94,,
flow4.91.1,3724.0,-758926622_0,5.1,0.0,3.0,3933.0,132346057#5_0,344.19,8.86,209.0,1923.34,0.0,0,0.0,44.88,0,tripinfo_flow4.91.1 emissions_flow4.91.1,car,1.12,,
flow4.91.2,3727.0,-758926622_0,5.1,0.0,6.0,3935.0,132346057#5_0,344.19,8.48,208.0,1923.34,0.0,0,0.0,41.22,0,tripinfo_flow4.91.2 emissions_flow4.91.2,car,1.08,,
flow1.54.5,1965.0,-355037966#4_0,5.1,0.0,19.0,3950.0,758926622_0,154.47,7.74,1985.0,1332.87,32.0,2,1761.0,61.15,0,tripinfo_flow1.54.5 emissions_flow1.54.5,car_slow,0.96,,
flow5.97,3901.0,67209282#0_0,5.1,0.0,0.0,3960.0,-67504621_0,163.75,14.43,59.0,732.17,0.0,0,0.0,12.53,0,tripinfo_flow5.97 emissions_flow5.97,car_fast,1.04,,
flow5.97.1,3904.0,67209282#0_0,5.1,0.0,3.0,3963.0,-67504621_0,163.75,12.57,59.0,732.17,0.0,0,0.0,11.07,0,tripinfo_flow5.97.1 emissions_flow5.97.1,car_fast,1.0,,
flow5.97.2,3907.0,67209282#0_0,5.1,0.0,6.0,3968.0,-67504621_0,163.75,12.35,61.0,732.17,0.0,0,0.0,11.89,0,tripinfo_flow5.97.2 emissions_flow5.97.2,car_fast,0.95,,
flow5.97.3,3910.0,67209282#0_0,5.1,0.0,9.0,3970.0,-67504621_0,163.75,14.21,60.0,732.17,0.0,0,0.0,13.35,0,tripinfo_flow5.97.3 emissions_flow5.97.3,car_fast,1.05,,
flow5.97.4,3912.0,67209282#0_0,5.1,0.0,11.0,3972.0,-67504621_0,163.75,15.05,60.0,732.17,0.0,0,0.0,15.85,0,tripinfo_flow5.97.4 emissions_flow5.97.4,car_fast,1.13,,
flow5.97.5,3915.0,67209282#0_0,5.1,0.0,14.0,3977.0,-67504621_0,163.75,13.28,62.0,732.17,0.0,0,0.0,13.3,0,tripinfo_flow5.97.5 emissions_flow5.97.5,car_fast,0.99,,
flow5.97.6,3917.0,67209282#0_0,5.1,0.0,16.0,3979.0,-67504621_0,163.75,13.48,62.0,732.17,0.0,0,0.0,15.75,0,tripinfo_flow5.97.6 emissions_flow5.97.6,car_fast,1.05,,
flow1.54.6,1969.0,-355037966#4_0,5.1,0.0,23.0,3992.0,758926622_0,154.47,7.84,2023.0,1332.87,65.0,3,1761.0,99.06,0,tripinfo_flow1.54.6 emissions_flow1.54.6,car_slow,0.98,,
flow4.91.3,3730.0,-758926622_0,5.1,0.0,9.0,4003.0,132346057#5_0,344.19,6.07,273.0,1923.34,47.0,1,0.0,78.75,0,tripinfo_flow4.91.3 emissions_flow4.91.3,car,0.87,,
flow4.91.4,3733.0,-758926622_0,5.1,0.0,12.0,4005.0,132346057#5_0,344.19,8.05,272.0,1923.34,44.0,1,0.0,96.61,0,tripinfo_flow4.91.4 emissions_flow4.91.4,car,0.99,,
flow4.91.5,3736.0,-758926622_0,5.1,0.0,15.0,4007.0,132346057#5_0,344.19,8.08,271.0,1923.34,43.0,1,0.0,106.27,0,tripinfo_flow4.91.5 emissions_flow4.91.5,car,1.1,,
flow4.91.6,3739.0,-758926622_0,5.1,0.0,18.0,4009.0,132346057#5_0,344.19,8.23,270.0,1923.34,42.0,1,0.0,101.49,0,tripinfo_flow4.91.6 emissions_flow4.91.6,car,1.04,,
flow5.96,3920.0,67209282#0_0,5.1,0.0,15.0,4017.0,-67504621_0,163.75,7.59,97.0,732.17,0.0,0,0.0,7.5,0,tripinfo_flow5.96 emissions_flow5.96,car_slow,1.06,,
flow5.96.1,3924.0,67209282#0_0,5.1,0.0,19.0,4073.0,-67504621_0,163.75,8.05,149.0,732.17,45.0,1,0.0,59.58,0,tripinfo_flow5.96.1 emissions_flow5.96.1,car_slow,0.94,,
flow5.96.2,3928.0,67209282#0_0,5.1,0.0,23.0,4075.0,-67504621_0,163.75,7.99,147.0,732.17,44.0,1,0.0,58.06,0,tripinfo_flow5.96.2 emissions_flow5.96.2,car_slow,1.02,,
flow5.96.3,3932.0,67209282#0_0,5.1,0.0,27.0,4078.0,-67504621_0,163.75,8.0,146.0,732.17,42.0,1,0.0,56.64,0,tripinfo_flow5.96.3 emissions_flow5.96.3,car_slow,1.14,,
flow5.96.4,3935.0,67209282#0_0,5.1,0.0,30.0,4080.0,-67504621_0,163.75,8.06,145.0,732.17,40.0,1,0.0,56.07,0,tripinfo_flow5.96.4 emissions_flow5.96.4,car_slow,1.01,,
flow5.96.5,3939.0,67209282#0_0,5.1,0.0,34.0,4083.0,-67504621_0,163.75,8.27,144.0,732.17,38.0,1,0.0,54.84,0,tripinfo_flow5.96.5 emissions_flow5.96.5,car_slow,0.96,,
flow5.96.6,3943.0,67209282#0_0,5.1,0.0,38.0,4086.0,-67504621_0,163.75,7.67,143.0,732.17,37.0,1,0.0,53.91,0,tripinfo_flow5.96.6 emissions_flow5.96.6,car_slow,0.94,,
flow5.95,3947.0,67209282#0_0,5.1,0.0,36.0,4088.0,-67504621_0,163.75,11.6,141.0,732.17,35.0,1,0.0,91.99,0,tripinfo_flow5.95 emissions_flow5.95,car_fast,0.97,,
flow5.95.1,3949.0,67209282#0_0,5.1,0.0,38.0,4090.0,-67504621_0,163.75,12.06,141.0,732.17,35.0,1,0.0,88.31,0,tripinfo_flow5.95.1 emissions_flow5.95.1,car_fast,0.89,,
flow5.95.2,3952.0,67209282#0_0,5.1,0.0,41.0,4092.0,-67504621_0,163.75,14.92,140.0,732.17,36.0,1,0.0,95.35,0,tripinfo_flow5.95.2 emissions_flow5.95.2,car_fast,1.14,,
flow5.95.3,3954.0,67209282#0_0,5.1,0.0,43.0,4094.0,-67504621_0,163.75,11.7,140.0,732.17,35.0,1,0.0,85.18,0,tripinfo_flow5.95.3 emissions_flow5.95.3,car_fast,0.85,,
flow5.95.4,3957.0,67209282#0_0,5.1,0.0,46.0,4096.0,-67504621_0,163.75,15.31,139.0,732.17,33.0,1,0.0,94.82,0,tripinfo_flow5.95.4 emissions_flow5.95.4,car_fast,1.14,,
flow5.95.5,3960.0,67209282#0_0,5.1,0.0,49.0,4098.0,-67504621_0,163.75,13.33,138.0,732.17,35.0,1,0.0,90.35,0,tripinfo_flow5.95.5 emissions_flow5.95.5,car_fast,1.03,,
flow5.95.6,3962.0,67209282#0_0,5.1,0.0,51.0,4100.0,-67504621_0,163.75,13.75,138.0,732.17,35.0,1,0.0,90.8,0,tripinfo_flow5.95.6 emissions_flow5.95.6,car_fast,1.03,,
flow4.97,3826.0,-758926622_0,5.1,0.0,0.0,4118.0,132346057#5_0,344.19,7.94,292.0,1923.34,25.0,2,0.0,58.46,0,tripinfo_flow4.97 emissions_flow4.97,car_slow,1.0,,
flow4.97.1,3830.0,-758926622_0,5.1,0.0,4.0,4127.0,132346057#5_0,344.19,7.21,297.0,1923.34,18.0,2,0.0,56.24,0,tripinfo_flow4.97.1 emissions_flow4.97.1,car_slow,0.92,,
flow4.97.2,3834.0,-758926622_0,5.1,0.0,8.0,4129.0,132346057#5_0,344.19,7.95,295.0,1923.34,15.0,2,0.0,62.05,0,tripinfo_flow4.97.2 emissions_flow4.97.2,car_slow,1.05,,
flow4.97.3,3838.0,-758926622_0,5.1,0.0,12.0,4131.0,132346057#5_0,344.19,7.59,293.0,1923.34,9.0,1,0.0,55.79,0,tripinfo_flow4.97.3 emissions_flow4.97.3,car_slow,0.95,,
flow4.97.4,3841.0,-758926622_0,5.1,0.0,15.0,4133.0,132346057#5_0,344.19,7.83,292.0,1923.34,10.0,2,0.0,56.85,0,tripinfo_flow4.97.4 emissions_flow4.97.4,car_slow,0.98,,
flow4.97.5,3845.0,-758926622_0,5.1,0.0,19.0,4135.0,132346057#5_0,344.19,8.23,290.0,1923.34,3.0,2,0.0,57.89,0,tripinfo_flow4.97.5 emissions_flow4.97.5,car_slow,1.12,,
flow4.97.6,3849.0,-758926622_0,5.1,0.0,23.0,4138.0,132346057#5_0,344.19,7.68,289.0,1923.34,2.0,2,0.0,51.74,0,tripinfo_flow4.97.6 emissions_flow4.97.6,car_slow,0.95,,
flow1.91,3313.0,-355037966#4_0,5.1,0.0,0.0,4261.0,758926622_0,154.47,13.15,948.0,1332.87,0.0,0,816.0,20.3,0,tripinfo_flow1.91 emissions_flow1.91,car,1.02,,
flow1.91.1,3316.0,-355037966#4_0,5.1,0.0,3.0,4272.0,758926622_0,154.47,13.59,956.0,1332.87,6.0,1,816.0,31.95,0,tripinfo_flow1.91.1 emissions_flow1.91.1,car,1.13,,
flow1.91.2,3319.0,-355037966#4_0,5.1,0.0,6.0,4275.0,758926622_0,154.47,13.13,956.0,1332.87,0.0,0,816.0,25.98,0,tripinfo_flow1.91.2 emissions_flow1.91.2,car,0.97,,
flow1.91.3,3322.0,-355037966#4_0,5.1,0.0,9.0,4278.0,758926622_0,154.47,13.83,956.0,1332.87,0.0,0,816.0,25.94,0,tripinfo_flow1.91.3 emissions_flow1.91.3,car,0.97,,
flow1.91.4,3325.0,-355037966#4_0,5.1,0.0,12.0,4284.0,758926622_0,154.47,12.98,959.0,1332.87,1.0,1,816.0,24.72,0,tripinfo_flow1.91.4 emissions_flow1.91.4,car,0.92,,
flow1.91.5,3328.0,-355037966#4_0,5.1,0.0,15.0,4286.0,758926622_0,154.47,12.74,958.0,1332.87,0.0,0,816.0,33.47,0,tripinfo_flow1.91.5 emissions_flow1.91.5,car,1.1,,
flow1.91.6,3331.0,-355037966#4_0,5.1,0.0,18.0,4296.0,758926622_0,154.47,13.43,965.0,1332.87,1.0,1,816.0,28.94,0,tripinfo_flow1.91.6 emissions_flow1.91.6,car,0.89,,
flow1.95,3835.0,-355037966#4_0,5.1,0.0,0.0,4364.0,758926622_0,154.47,7.79,529.0,1332.87,3.0,1,342.0,25.45,0,tripinfo_flow1.95 emissions_flow1.95,car_slow,1.14,,
flow1.95.1,3839.0,-355037966#4_0,5.1,0.0,4.0,4370.0,758926622_0,154.47,7.61,531.0,1332.87,1.0,1,342.0,27.8,0,tripinfo_flow1.95.1 emissions_flow1.95.1,car_slow,1.06,,
flow1.17,905.0,-355037966#4_0,5.1,0.0,0.0,4372.0,758926622_0,154.47,12.21,3467.0,1332.87,16.0,3,3297.0,55.29,0,tripinfo_flow1.17 emissions_flow1.17,car,0.97,,
flow1.17.1,908.0,-355037966#4_0,5.1,0.0,3.0,4374.0,758926622_0,154.47,12.61,3466.0,1332.87,8.0,3,3296.0,58.91,0,tripinfo_flow1.17.1 emissions_flow1.17.1,car,1.04,,
flow1.95.2,3843.0,-355037966#4_0,5.1,0.0,8.0,4395.0,758926622_0,154.47,7.67,552.0,1332.87,12.0,2,347.0,38.27,0,tripinfo_flow1.95.2 emissions_flow1.95.2,car_slow,0.88,,
flow1.95.3,3846.0,-355037966#4_0,5.1,0.0,11.0,4401.0,758926622_0,154.47,7.94,555.0,1332.87,11.0,3,347.0,45.79,0,tripinfo_flow1.95.3 emissions_flow1.95.3,car_slow,1.03,,
flow1.95.4,3851.0,-355037966#4_0,5.1,0.0,16.0,4407.0,758926622_0,154.47,8.05,556.0,1332.87,10.0,3,346.0,46.77,0,tripinfo_flow1.95.4 emissions_flow1.95.4,car_slow,0.97,,
flow1.95.5,3855.0,-355037966#4_0,5.1,0.0,20.0,4413.0,758926622_0,154.47,7.87,558.0,1332.87,6.0,2,345.0,47.2,0,tripinfo_flow1.95.5 emissions_flow1.95.5,car_slow,0.9,,
flow1.17.2,911.0,-355037966#4_0,5.1,0.0,6.0,4415.0,758926622_0,154.47,11.47,3504.0,1332.87,19.0,3,3294.0,101.61,0,tripinfo_flow1.17.2 emissions_flow1.17.2,car,1.14,,
flow1.17.3,914.0,-355037966#4_0,5.1,0.0,9.0,4417.0,758926622_0,154.47,12.63,3503.0,1332.87,17.0,2,3294.0,99.9,0,tripinfo_flow1.17.3 emissions_flow1.17.3,car,1.11,,
flow1.17.4,917.0,-355037966#4_0,5.1,0.0,12.0,4419.0,758926622_0,154.47,12.69,3502.0,1332.87,15.0,1,3294.0,90.92,0,tripinfo_flow1.17.4 emissions_flow1.17.4,car,0.93,,
flow1.17.5,920.0,-355037966#4_0,5.1,0.0,15.0,4420.0,758926622_0,154.47,13.3,3500.0,1332.87,14.0,2,3294.0,85.3,0,tripinfo_flow1.17.5 emissions_flow1.17.5,car,0.88,,
flow1.17.6,923.0,-355037966#4_0,5.1,0.0,18.0,4422.0,758926622_0,154.47,12.74,3499.0,1332.87,14.0,3,3294.0,91.87,0,tripinfo_flow1.17.6 emissions_flow1.17.6,car,0.99,,
flow1.95.6,3859.0,-355037966#4_0,5.1,0.0,24.0,4439.0,758926622_0,154.47,8.06,580.0,1332.87,26.0,1,342.0,73.56,0,tripinfo_flow1.95.6 emissions_flow1.95.6,car_slow,0.93,,
flow2.0,47.0,758926614#0_0,5.1,0.0,0.0,4689.0,758926626_0,143.98,8.14,4642.0,880.34,1.0,1,4521.0,14.78,0,tripinfo_flow2.0 emissions_flow2.0,car_slow,1.06,,
flow1.32,1411.0,-355037966#4_0,5.1,0.0,11.0,4742.0,758926622_0,154.47,13.4,3331.0,1332.87,18.0,3,3162.0,57.09,0,tripinfo_flow1.32 emissions_flow1.32,car,1.01,,
flow1.32.1,1414.0,-355037966#4_0,5.1,0.0,14.0,4799.0,758926622_0,154.47,13.76,3385.0,1332.87,65.0,4,3162.0,104.31,0,tripinfo_flow1.32.1 emissions_flow1.32.1,car,0.91,,
flow1.32.2,1417.0,-355037966#4_0,5.1,0.0,17.0,4812.0,758926622_0,154.47,13.81,3395.0,1332.87,70.0,5,3162.0,116.29,0,tripinfo_flow1.32.2 emissions_flow1.32.2,car,0.93,,
flow1.32.3,1420.0,-355037966#4_0,5.1,0.0,20.0,4815.0,758926622_0,154.47,13.47,3395.0,1332.87,60.0,4,3162.0,106.91,0,tripinfo_flow1.32.3 emissions_flow1.32.3,car,0.81,,
flow1.32.4,1423.0,-355037966#4_0,5.1,0.0,23.0,4819.0,758926622_0,154.47,12.94,3396.0,1332.87,58.0,4,3162.0,125.32,0,tripinfo_flow1.32.4 emissions_flow1.32.4,car,1.1,,
flow1.32.5,1426.0,-355037966#4_0,5.1,0.0,26.0,4824.0,758926622_0,154.47,13.64,3398.0,1332.87,54.0,2,3162.0,126.17,0,tripinfo_flow1.32.5 emissions_flow1.32.5,car,1.08,,
flow1.32.6,1429.0,-355037966#4_0,5.1,0.0,29.0,4829.0,758926622_0,154.47,12.88,3400.0,1332.87,52.0,2,3162.0,120.86,0,tripinfo_flow1.32.6 emissions_flow1.32.6,car,0.92,,
flow2.3,408.0,758926614#0_0,5.1,0.0,0.0,5230.0,758926626_0,143.98,7.32,4822.0,880.34,7.0,2,4712.0,27.75,0,tripinfo_flow2.3 emissions_flow2.3,car,1.01,,
flow2.3.1,411.0,758926614#0_0,5.1,0.0,3.0,5232.0,758926626_0,143.98,8.29,4821.0,880.34,3.0,1,4712.0,30.09,0,tripinfo_flow2.3.1 emissions_flow2.3.1,car,1.09,,
flow2.3.2,414.0,758926614#0_0,5.1,0.0,6.0,5237.0,758926626_0,143.98,7.58,4823.0,880.34,3.0,1,4712.0,29.32,0,tripinfo_flow2.3.2 emissions_flow2.3.2,car,1.03,,
flow2.3.3,417.0,758926614#0_0,5.1,0.0,9.0,5246.0,758926626_0,143.98,7.15,4829.0,880.34,3.0,2,4712.0,34.12,0,tripinfo_flow2.3.3 emissions_flow2.3.3,car,1.0,,
flow2.3.4,420.0,758926614#0_0,5.1,0.0,12.0,5253.0,758926626_0,143.98,8.47,4833.0,880.34,2.0,1,4712.0,38.9,0,tripinfo_flow2.3.4 emissions_flow2.3.4,car,1.02,,
flow2.3.5,423.0,758926614#0_0,5.1,0.0,15.0,5261.0,758926626_0,143.98,8.03,4838.0,880.34,6.0,2,4712.0,40.5,0,tripinfo_flow2.3.5 emissions_flow2.3.5,car,0.97,,
flow2.3.6,426.0,758926614#0_0,5.1,0.0,18.0,5263.0,758926626_0,143.98,8.51,4837.0,880.34,4.0,2,4712.0,47.85,0,tripinfo_flow2.3.6 emissions_flow2.3.6,car,1.15,,
flow1.97,3969.0,-355037966#4_0,5.1,0.0,0.0,5983.0,758926622_0,154.47,13.32,2014.0,1332.87,8.0,1,1852.0,30.15,0,tripinfo_flow1.97 emissions_flow1.97,car,0.76,,
flow1.97.1,3972.0,-355037966#4_0,5.1,0.0,3.0,5985.0,758926622_0,154.47,13.37,2013.0,1332.87,5.0,1,1852.0,47.91,0,tripinfo_flow1.97.1 emissions_flow1.97.1,car,0.98,,
flow1.97.2,3975.0,-355037966#4_0,5.1,0.0,6.0,5989.0,758926622_0,154.47,13.45,2014.0,1332.87,8.0,1,1852.0,52.33,0,tripinfo_flow1.97.2 emissions_flow1.97.2,car,1.07,,
flow1.97.3,3978.0,-355037966#4_0,5.1,0.0,9.0,5995.0,758926622_0,154.47,13.54,2017.0,1332.87,8.0,1,1852.0,52.91,0,tripinfo_flow1.97.3 emissions_flow1.97.3,car,1.0,,
flow1.97.4,3981.0,-355037966#4_0,5.1,0.0,12.0,6000.0,758926622_0,154.47,13.15,2019.0,1332.87,1.0,1,1852.0,36.76,0,tripinfo_flow1.97.4 emissions_flow1.97.4,car,0.77,,
flow1.97.5,3984.0,-355037966#4_0,5.1,0.0,15.0,6003.0,758926622_0,154.47,12.77,2019.0,1332.87,0.0,0,1852.0,47.29,0,tripinfo_flow1.97.5 emissions_flow1.97.5,car,0.88,,
flow1.97.6,3987.0,-355037966#4_0,5.1,0.0,18.0,6007.0,758926622_0,154.47,13.19,2020.0,1332.87,0.0,0,1852.0,57.49,0,tripinfo_flow1.97.6 emissions_flow1.97.6,car,1.04,,
flow1.6,529.0,-355037966#4_0,5.1,0.0,0.0,6397.0,758926622_0,154.47,18.13,5868.0,1332.87,0.0,0,5732.0,22.54,0,tripinfo_flow1.6 emissions_flow1.6,car_fast,0.82,,
flow1.6.1,532.0,-355037966#4_0,5.1,0.0,3.0,6398.0,758926622_0,154.47,19.03,5866.0,1332.87,0.0,0,5732.0,44.53,0,tripinfo_flow1.6.1 emissions_flow1.6.1,car_fast,1.12,,
flow1.6.2,534.0,-355037966#4_0,5.1,0.0,5.0,6400.0,758926622_0,154.47,19.74,5866.0,1332.87,0.0,0,5732.0,38.53,0,tripinfo_flow1.6.2 emissions_flow1.6.2,car_fast,1.01,,
flow1.6.3,537.0,-355037966#4_0,5.1,0.0,8.0,6406.0,758926622_0,154.47,18.64,5869.0,1332.87,5.0,3,5732.0,42.26,0,tripinfo_flow1.6.3 emissions_flow1.6.3,car_fast,1.03,,
flow1.6.4,540.0,-355037966#4_0,5.1,0.0,11.0,6410.0,758926622_0,154.47,19.5,5870.0,1332.87,8.0,2,5732.0,45.27,0,tripinfo_flow1.6.4 emissions_flow1.6.4,car_fast,1.07,,
flow1.6.5,543.0,-355037966#4_0,5.1,0.0,14.0,6422.0,758926622_0,154.47,19.56,5879.0,1332.87,8.0,2,5732.0,48.27,0,tripinfo_flow1.6.5 emissions_flow1.6.5,car_fast,0.96,,
flow1.6.6,545.0,-355037966#4_0,5.1,0.0,16.0,6426.0,758926622_0,154.47,19.58,5881.0,1332.87,8.0,2,5732.0,53.46,0,tripinfo_flow1.6.6 emissions_flow1.6.6,car_fast,1.04,,
flow1.0,485.0,-355037966#4_0,5.1,0.0,0.0,6512.0,758926622_0,154.47,18.61,6027.0,1332.87,7.0,2,5897.0,33.89,0,tripinfo_flow1.0 emissions_flow1.0,car_fast,1.01,,
flow1.0.1,488.0,-355037966#4_0,5.1,0.0,3.0,6514.0,758926622_0,154.47,19.46,6026.0,1332.87,4.0,1,5897.0,34.03,0,tripinfo_flow1.0.1 emissions_flow1.0.1,car_fast,1.03,,
flow1.0.2,491.0,-355037966#4_0,5.1,0.0,6.0,6519.0,758926622_0,154.47,19.13,6028.0,1332.87,2.0,1,5897.0,38.25,0,tripinfo_flow1.0.2 emissions_flow1.0.2,car_fast,1.06,,
flow1.0.3,493.0,-355037966#4_0,5.1,0.0,8.0,6522.0,758926622_0,154.47,19.93,6029.0,1332.87,0.0,0,5897.0,32.46,0,tripinfo_flow1.0.3 emissions_flow1.0.3,car_fast,0.96,,
flow1.0.4,496.0,-355037966#4_0,5.1,0.0,11.0,6529.0,758926622_0,154.47,19.8,6033.0,1332.87,1.0,1,5897.0,34.83,0,tripinfo_flow1.0.4 emissions_flow1.0.4,car_fast,0.93,,
flow1.0.5,499.0,-355037966#4_0,5.1,0.0,14.0,6539.0,758926622_0,154.47,18.54,6040.0,1332.87,1.0,1,5897.0,34.95,0,tripinfo_flow1.0.5 emissions_flow1.0.5,car_fast,0.87,,
flow1.0.6,502.0,-355037966#4_0,5.1,0.0,17.0,6540.0,758926622_0,154.47,19.53,6038.0,1332.87,0.0,0,5897.0,49.7,0,tripinfo_flow1.0.6 emissions_flow1.0.6,car_fast,1.1,,
flow1.41,1626.0,-355037966#4_0,5.1,0.0,15.0,7376.0,758926622_0,154.47,8.07,5750.0,1332.87,12.0,3,5550.0,38.64,0,tripinfo_flow1.41 emissions_flow1.41,car_slow,1.05,,
flow1.41.1,1630.0,-355037966#4_0,5.1,0.0,19.0,7382.0,758926622_0,154.47,7.6,5752.0,1332.87,7.0,2,5550.0,38.65,0,tripinfo_flow1.41.1 emissions_flow1.41.1,car_slow,0.97,,
flow1.41.2,1634.0,-355037966#4_0,5.1,0.0,23.0,7386.0,758926622_0,154.47,8.06,5752.0,1332.87,4.0,2,5550.0,39.88,0,tripinfo_flow1.41.2 emissions_flow1.41.2,car_slow,1.01,,
flow1.41.3,1638.0,-355037966#4_0,5.1,0.0,27.0,7390.0,758926622_0,154.47,7.82,5752.0,1332.87,6.0,2,5550.0,39.95,0,tripinfo_flow1.41.3 emissions_flow1.41.3,car_slow,1.01,,
flow1.41.4,1641.0,-355037966#4_0,5.1,0.0,30.0,7399.0,758926622_0,154.47,8.09,5758.0,1332.87,6.0,2,5550.0,41.1,0,tripinfo_flow1.41.4 emissions_flow1.41.4,car_slow,0.88,,
flow1.41.5,1645.0,-355037966#4_0,5.1,0.0,34.0,7403.0,758926622_0,154.47,7.64,5758.0,1332.87,4.0,2,5550.0,46.12,0,tripinfo_flow1.41.5 emissions_flow1.41.5,car_slow,1.05,,
flow1.41.6,1649.0,-355037966#4_0,5.1,0.0,38.0,7407.0,758926622_0,154.47,7.62,5758.0,1332.87,5.0,3,5550.0,46.91,0,tripinfo_flow1.41.6 emissions_flow1.41.6,car_slow,1.05,,
flow1.59,2295.0,-355037966#4_0,5.1,0.0,0.0,7673.0,758926622_0,154.47,13.74,5378.0,1332.87,1.0,1,5234.0,21.84,0,tripinfo_flow1.59 emissions_flow1.59,car,0.86,,
flow1.59.1,2298.0,-355037966#4_0,5.1,0.0,3.0,7677.0,758926622_0,154.47,13.81,5379.0,1332.87,0.0,0,5234.0,23.74,0,tripinfo_flow1.59.1 emissions_flow1.59.1,car,0.86,,
flow1.59.2,2301.0,-355037966#4_0,5.1,0.0,6.0,7679.0,758926622_0,154.47,12.67,5378.0,1332.87,7.0,1,5234.0,39.07,0,tripinfo_flow1.59.2 emissions_flow1.59.2,car,1.24,,
flow1.59.3,2304.0,-355037966#4_0,5.1,0.0,9.0,7692.0,758926622_0,154.47,13.06,5388.0,1332.87,15.0,2,5234.0,43.32,0,tripinfo_flow1.59.3 emissions_flow1.59.3,car,1.03,,
flow1.59.4,2307.0,-355037966#4_0,5.1,0.0,12.0,7696.0,758926622_0,154.47,13.08,5389.0,1332.87,14.0,2,5234.0,45.33,0,tripinfo_flow1.59.4 emissions_flow1.59.4,car,1.06,,
