time,parking_id,occupied,capacity,occupancy_rate
82.0,parking1,0,347,0.0
83.0,parking1,0,347,0.0
84.0,parking1,0,347,0.0
85.0,parking1,0,347,0.0
86.0,parking1,0,347,0.0
87.0,parking1,0,347,0.0
88.0,parking1,0,347,0.0
89.0,parking1,0,347,0.0
90.0,parking1,0,347,0.0
91.0,parking1,0,347,0.0
92.0,parking1,0,347,0.0
93.0,parking1,0,347,0.0
94.0,parking1,0,347,0.0
95.0,parking1,0,347,0.0
96.0,parking1,0,347,0.0
97.0,parking1,0,347,0.0
98.0,parking1,0,347,0.0
99.0,parking1,0,347,0.0
100.0,parking1,0,347,0.0
101.0,parking1,0,347,0.0
102.0,parking1,0,347,0.0
103.0,parking1,0,347,0.0
104.0,parking1,0,347,0.0
105.0,parking1,0,347,0.0
106.0,parking1,0,347,0.0
107.0,parking1,0,347,0.0
108.0,parking1,0,347,0.0
109.0,parking1,0,347,0.0
110.0,parking1,0,347,0.0
111.0,parking1,0,347,0.0
112.0,parking1,0,347,0.0
113.0,parking1,0,347,0.0
114.0,parking1,0,347,0.0
115.0,parking1,0,347,0.0
116.0,parking1,0,347,0.0
117.0,parking1,0,347,0.0
118.0,parking1,0,347,0.0
119.0,parking1,0,347,0.0
120.0,parking1,0,347,0.0
121.0,parking1,0,347,0.0
122.0,parking1,0,347,0.0
123.0,parking1,0,347,0.0
124.0,parking1,0,347,0.0
125.0,parking1,0,347,0.0
126.0,parking1,0,347,0.0
127.0,parking1,0,347,0.0
128.0,parking1,0,347,0.0
129.0,parking1,0,347,0.0
130.0,parking1,0,347,0.0
131.0,parking1,0,347,0.0
132.0,parking1,0,347,0.0
133.0,parking1,0,347,0.0
134.0,parking1,0,347,0.0
135.0,parking1,0,347,0.0
136.0,parking1,1,347,0.2881844380403458
137.0,parking1,1,347,0.2881844380403458
138.0,parking1,1,347,0.2881844380403458
139.0,parking1,1,347,0.2881844380403458
140.0,parking1,1,347,0.2881844380403458
141.0,parking1,1,347,0.2881844380403458
142.0,parking1,1,347,0.2881844380403458
143.0,parking1,1,347,0.2881844380403458
144.0,parking1,1,347,0.2881844380403458
145.0,parking1,1,347,0.2881844380403458
146.0,parking1,1,347,0.2881844380403458
147.0,parking1,1,347,0.2881844380403458
148.0,parking1,1,347,0.2881844380403458
149.0,parking1,1,347,0.2881844380403458
150.0,parking1,1,347,0.2881844380403458
151.0,parking1,1,347,0.2881844380403458
152.0,parking1,1,347,0.2881844380403458
153.0,parking1,1,347,0.2881844380403458
154.0,parking1,1,347,0.2881844380403458
155.0,parking1,1,347,0.2881844380403458
156.0,parking1,1,347,0.2881844380403458
157.0,parking1,1,347,0.2881844380403458
158.0,parking1,1,347,0.2881844380403458
159.0,parking1,1,347,0.2881844380403458
160.0,parking1,1,347,0.2881844380403458
161.0,parking1,1,347,0.2881844380403458
162.0,parking1,1,347,0.2881844380403458
163.0,parking1,1,347,0.2881844380403458
164.0,parking1,1,347,0.2881844380403458
165.0,parking1,1,347,0.2881844380403458
166.0,parking1,1,347,0.2881844380403458
167.0,parking1,1,347,0.2881844380403458
168.0,parking1,1,347,0.2881844380403458
169.0,parking1,1,347,0.2881844380403458
170.0,parking1,1,347,0.2881844380403458
171.0,parking1,1,347,0.2881844380403458
172.0,parking1,1,347,0.2881844380403458
173.0,parking1,1,347,0.2881844380403458
174.0,parking1,1,347,0.2881844380403458
175.0,parking1,1,347,0.2881844380403458
176.0,parking1,1,347,0.2881844380403458
177.0,parking1,1,347,0.2881844380403458
178.0,parking1,1,347,0.2881844380403458
179.0,parking1,1,347,0.2881844380403458
180.0,parking1,1,347,0.2881844380403458
181.0,parking1,1,347,0.2881844380403458
182.0,parking1,1,347,0.2881844380403458
183.0,parking1,1,347,0.2881844380403458
184.0,parking1,1,347,0.2881844380403458
185.0,parking1,1,347,0.2881844380403458
186.0,parking1,1,347,0.2881844380403458
187.0,parking1,1,347,0.2881844380403458
188.0,parking1,1,347,0.2881844380403458
189.0,parking1,1,347,0.2881844380403458
190.0,parking1,1,347,0.2881844380403458
191.0,parking1,1,347,0.2881844380403458
192.0,parking1,1,347,0.2881844380403458
193.0,parking1,1,347,0.2881844380403458
194.0,parking1,1,347,0.2881844380403458
195.0,parking1,1,347,0.2881844380403458
196.0,parking1,1,347,0.2881844380403458
197.0,parking1,1,347,0.2881844380403458
198.0,parking1,1,347,0.2881844380403458
199.0,parking1,1,347,0.2881844380403458
200.0,parking1,1,347,0.2881844380403458
201.0,parking1,1,347,0.2881844380403458
202.0,parking1,1,347,0.2881844380403458
203.0,parking1,1,347,0.2881844380403458
204.0,parking1,1,347,0.2881844380403458
205.0,parking1,1,347,0.2881844380403458
206.0,parking1,1,347,0.2881844380403458
207.0,parking1,1,347,0.2881844380403458
208.0,parking1,1,347,0.2881844380403458
209.0,parking1,1,347,0.2881844380403458
210.0,parking1,1,347,0.2881844380403458
211.0,parking1,1,347,0.2881844380403458
212.0,parking1,1,347,0.2881844380403458
213.0,parking1,1,347,0.2881844380403458
214.0,parking1,1,347,0.2881844380403458
215.0,parking1,1,347,0.2881844380403458
216.0,parking1,1,347,0.2881844380403458
217.0,parking1,1,347,0.2881844380403458
218.0,parking1,1,347,0.2881844380403458
219.0,parking1,1,347,0.2881844380403458
220.0,parking1,1,347,0.2881844380403458
221.0,parking1,1,347,0.2881844380403458
222.0,parking1,1,347,0.2881844380403458
223.0,parking1,1,347,0.2881844380403458
224.0,parking1,1,347,0.2881844380403458
225.0,parking1,1,347,0.2881844380403458
226.0,parking1,1,347,0.2881844380403458
227.0,parking1,1,347,0.2881844380403458
228.0,parking1,1,347,0.2881844380403458
229.0,parking1,1,347,0.2881844380403458
230.0,parking1,1,347,0.2881844380403458
231.0,parking1,1,347,0.2881844380403458
232.0,parking1,1,347,0.2881844380403458
233.0,parking1,1,347,0.2881844380403458
234.0,parking1,1,347,0.2881844380403458
235.0,parking1,1,347,0.2881844380403458
236.0,parking1,1,347,0.2881844380403458
237.0,parking1,1,347,0.2881844380403458
238.0,parking1,1,347,0.2881844380403458
239.0,parking1,1,347,0.2881844380403458
240.0,parking1,1,347,0.2881844380403458
241.0,parking1,1,347,0.2881844380403458
242.0,parking1,1,347,0.2881844380403458
243.0,parking1,1,347,0.2881844380403458
244.0,parking1,1,347,0.2881844380403458
245.0,parking1,1,347,0.2881844380403458
246.0,parking1,1,347,0.2881844380403458
247.0,parking1,1,347,0.2881844380403458
248.0,parking1,1,347,0.2881844380403458
249.0,parking1,1,347,0.2881844380403458
250.0,parking1,1,347,0.2881844380403458
251.0,parking1,1,347,0.2881844380403458
252.0,parking1,1,347,0.2881844380403458
253.0,parking1,1,347,0.2881844380403458
254.0,parking1,1,347,0.2881844380403458
255.0,parking1,1,347,0.2881844380403458
256.0,parking1,1,347,0.2881844380403458
257.0,parking1,1,347,0.2881844380403458
258.0,parking1,1,347,0.2881844380403458
259.0,parking1,1,347,0.2881844380403458
260.0,parking1,1,347,0.2881844380403458
261.0,parking1,1,347,0.2881844380403458
262.0,parking1,1,347,0.2881844380403458
263.0,parking1,1,347,0.2881844380403458
264.0,parking1,1,347,0.2881844380403458
265.0,parking1,1,347,0.2881844380403458
266.0,parking1,1,347,0.2881844380403458
267.0,parking1,1,347,0.2881844380403458
268.0,parking1,1,347,0.2881844380403458
269.0,parking1,1,347,0.2881844380403458
270.0,parking1,1,347,0.2881844380403458
271.0,parking1,1,347,0.2881844380403458
272.0,parking1,1,347,0.2881844380403458
273.0,parking1,1,347,0.2881844380403458
274.0,parking1,1,347,0.2881844380403458
275.0,parking1,1,347,0.2881844380403458
276.0,parking1,1,347,0.2881844380403458
277.0,parking1,1,347,0.2881844380403458
278.0,parking1,1,347,0.2881844380403458
279.0,parking1,1,347,0.2881844380403458
280.0,parking1,1,347,0.2881844380403458
281.0,parking1,1,347,0.2881844380403458
282.0,parking1,1,347,0.2881844380403458
283.0,parking1,1,347,0.2881844380403458
284.0,parking1,1,347,0.2881844380403458
285.0,parking1,1,347,0.2881844380403458
286.0,parking1,1,347,0.2881844380403458
287.0,parking1,1,347,0.2881844380403458
288.0,parking1,1,347,0.2881844380403458
289.0,parking1,1,347,0.2881844380403458
290.0,parking1,1,347,0.2881844380403458
291.0,parking1,1,347,0.2881844380403458
292.0,parking1,1,347,0.2881844380403458
293.0,parking1,1,347,0.2881844380403458
294.0,parking1,1,347,0.2881844380403458
295.0,parking1,1,347,0.2881844380403458
296.0,parking1,1,347,0.2881844380403458
297.0,parking1,1,347,0.2881844380403458
298.0,parking1,1,347,0.2881844380403458
299.0,parking1,1,347,0.2881844380403458
300.0,parking1,1,347,0.2881844380403458
301.0,parking1,1,347,0.2881844380403458
302.0,parking1,1,347,0.2881844380403458
303.0,parking1,1,347,0.2881844380403458
304.0,parking1,1,347,0.2881844380403458
305.0,parking1,1,347,0.2881844380403458
306.0,parking1,1,347,0.2881844380403458
307.0,parking1,1,347,0.2881844380403458
308.0,parking1,1,347,0.2881844380403458
309.0,parking1,1,347,0.2881844380403458
310.0,parking1,1,347,0.2881844380403458
311.0,parking1,1,347,0.2881844380403458
312.0,parking1,1,347,0.2881844380403458
313.0,parking1,1,347,0.2881844380403458
314.0,parking1,1,347,0.2881844380403458
315.0,parking1,1,347,0.2881844380403458
316.0,parking1,1,347,0.2881844380403458
317.0,parking1,1,347,0.2881844380403458
318.0,parking1,1,347,0.2881844380403458
319.0,parking1,1,347,0.2881844380403458
320.0,parking1,1,347,0.2881844380403458
321.0,parking1,1,347,0.2881844380403458
322.0,parking1,1,347,0.2881844380403458
323.0,parking1,1,347,0.2881844380403458
324.0,parking1,1,347,0.2881844380403458
325.0,parking1,1,347,0.2881844380403458
326.0,parking1,1,347,0.2881844380403458
327.0,parking1,1,347,0.2881844380403458
328.0,parking1,1,347,0.2881844380403458
329.0,parking1,1,347,0.2881844380403458
330.0,parking1,1,347,0.2881844380403458
331.0,parking1,1,347,0.2881844380403458
332.0,parking1,1,347,0.2881844380403458
333.0,parking1,1,347,0.2881844380403458
334.0,parking1,1,347,0.2881844380403458
335.0,parking1,1,347,0.2881844380403458
336.0,parking1,1,347,0.2881844380403458
337.0,parking1,1,347,0.2881844380403458
338.0,parking1,1,347,0.2881844380403458
339.0,parking1,1,347,0.2881844380403458
340.0,parking1,1,347,0.2881844380403458
341.0,parking1,1,347,0.2881844380403458
342.0,parking1,1,347,0.2881844380403458
343.0,parking1,1,347,0.2881844380403458
344.0,parking1,1,347,0.2881844380403458
345.0,parking1,1,347,0.2881844380403458
346.0,parking1,1,347,0.2881844380403458
347.0,parking1,1,347,0.2881844380403458
348.0,parking1,2,347,0.5763688760806917
349.0,parking1,2,347,0.5763688760806917
350.0,parking1,2,347,0.5763688760806917
351.0,parking1,2,347,0.5763688760806917
352.0,parking1,2,347,0.5763688760806917
353.0,parking1,3,347,0.8645533141210375
354.0,parking1,3,347,0.8645533141210375
355.0,parking1,3,347,0.8645533141210375
356.0,parking1,3,347,0.8645533141210375
357.0,parking1,4,347,1.1527377521613833
358.0,parking1,4,347,1.1527377521613833
359.0,parking1,4,347,1.1527377521613833
360.0,parking1,4,347,1.1527377521613833
361.0,parking1,4,347,1.1527377521613833
362.0,parking1,5,347,1.440922190201729
363.0,parking1,5,347,1.440922190201729
364.0,parking1,5,347,1.440922190201729
365.0,parking1,5,347,1.440922190201729
366.0,parking1,5,347,1.440922190201729
367.0,parking1,6,347,1.729106628242075
368.0,parking1,6,347,1.729106628242075
369.0,parking1,6,347,1.729106628242075
370.0,parking1,6,347,1.729106628242075
371.0,parking1,7,347,2.0172910662824206
372.0,parking1,7,347,2.0172910662824206
373.0,parking1,7,347,2.0172910662824206
374.0,parking1,7,347,2.0172910662824206
375.0,parking1,7,347,2.0172910662824206
376.0,parking1,8,347,2.3054755043227666
377.0,parking1,8,347,2.3054755043227666
378.0,parking1,8,347,2.3054755043227666
379.0,parking1,8,347,2.3054755043227666
380.0,parking1,8,347,2.3054755043227666
381.0,parking1,8,347,2.3054755043227666
382.0,parking1,8,347,2.3054755043227666
383.0,parking1,8,347,2.3054755043227666
384.0,parking1,8,347,2.3054755043227666
385.0,parking1,8,347,2.3054755043227666
386.0,parking1,8,347,2.3054755043227666
387.0,parking1,8,347,2.3054755043227666
388.0,parking1,8,347,2.3054755043227666
389.0,parking1,8,347,2.3054755043227666
390.0,parking1,8,347,2.3054755043227666
391.0,parking1,8,347,2.3054755043227666
392.0,parking1,8,347,2.3054755043227666
393.0,parking1,8,347,2.3054755043227666
394.0,parking1,8,347,2.3054755043227666
395.0,parking1,8,347,2.3054755043227666
396.0,parking1,8,347,2.3054755043227666
397.0,parking1,8,347,2.3054755043227666
398.0,parking1,8,347,2.3054755043227666
399.0,parking1,8,347,2.3054755043227666
400.0,parking1,8,347,2.3054755043227666
401.0,parking1,8,347,2.3054755043227666
402.0,parking1,9,347,2.5936599423631126
403.0,parking1,9,347,2.5936599423631126
404.0,parking1,9,347,2.5936599423631126
405.0,parking1,9,347,2.5936599423631126
406.0,parking1,9,347,2.5936599423631126
407.0,parking1,9,347,2.5936599423631126
408.0,parking1,9,347,2.5936599423631126
409.0,parking1,9,347,2.5936599423631126
410.0,parking1,9,347,2.5936599423631126
411.0,parking1,9,347,2.5936599423631126
412.0,parking1,9,347,2.5936599423631126
413.0,parking1,9,347,2.5936599423631126
414.0,parking1,9,347,2.5936599423631126
415.0,parking1,9,347,2.5936599423631126
416.0,parking1,9,347,2.5936599423631126
417.0,parking1,9,347,2.5936599423631126
418.0,parking1,9,347,2.5936599423631126
419.0,parking1,9,347,2.5936599423631126
420.0,parking1,9,347,2.5936599423631126
421.0,parking1,9,347,2.5936599423631126
422.0,parking1,9,347,2.5936599423631126
423.0,parking1,9,347,2.5936599423631126
424.0,parking1,9,347,2.5936599423631126
425.0,parking1,9,347,2.5936599423631126
426.0,parking1,9,347,2.5936599423631126
427.0,parking1,9,347,2.5936599423631126
428.0,parking1,9,347,2.5936599423631126
429.0,parking1,9,347,2.5936599423631126
430.0,parking1,9,347,2.5936599423631126
431.0,parking1,9,347,2.5936599423631126
432.0,parking1,9,347,2.5936599423631126
433.0,parking1,9,347,2.5936599423631126
434.0,parking1,9,347,2.5936599423631126
435.0,parking1,10,347,2.881844380403458
436.0,parking1,10,347,2.881844380403458
437.0,parking1,10,347,2.881844380403458
438.0,parking1,10,347,2.881844380403458
439.0,parking1,10,347,2.881844380403458
440.0,parking1,11,347,3.170028818443804
441.0,parking1,11,347,3.170028818443804
442.0,parking1,11,347,3.170028818443804
443.0,parking1,11,347,3.170028818443804
444.0,parking1,11,347,3.170028818443804
445.0,parking1,11,347,3.170028818443804
446.0,parking1,12,347,3.45821325648415
447.0,parking1,12,347,3.45821325648415
448.0,parking1,12,347,3.45821325648415
449.0,parking1,12,347,3.45821325648415
450.0,parking1,12,347,3.45821325648415
451.0,parking1,13,347,3.7463976945244957
452.0,parking1,13,347,3.7463976945244957
453.0,parking1,13,347,3.7463976945244957
454.0,parking1,13,347,3.7463976945244957
455.0,parking1,13,347,3.7463976945244957
456.0,parking1,13,347,3.7463976945244957
457.0,parking1,14,347,4.034582132564841
458.0,parking1,14,347,4.034582132564841
459.0,parking1,14,347,4.034582132564841
460.0,parking1,14,347,4.034582132564841
461.0,parking1,14,347,4.034582132564841
462.0,parking1,15,347,4.322766570605188
463.0,parking1,15,347,4.322766570605188
464.0,parking1,15,347,4.322766570605188
465.0,parking1,15,347,4.322766570605188
466.0,parking1,15,347,4.322766570605188
467.0,parking1,15,347,4.322766570605188
468.0,parking1,15,347,4.322766570605188
469.0,parking1,15,347,4.322766570605188
470.0,parking1,15,347,4.322766570605188
471.0,parking1,15,347,4.322766570605188
472.0,parking1,15,347,4.322766570605188
473.0,parking1,15,347,4.322766570605188
474.0,parking1,15,347,4.322766570605188
475.0,parking1,15,347,4.322766570605188
476.0,parking1,15,347,4.322766570605188
477.0,parking1,15,347,4.322766570605188
478.0,parking1,15,347,4.322766570605188
479.0,parking1,15,347,4.322766570605188
480.0,parking1,15,347,4.322766570605188
481.0,parking1,15,347,4.322766570605188
482.0,parking1,15,347,4.322766570605188
483.0,parking1,15,347,4.322766570605188
484.0,parking1,15,347,4.322766570605188
485.0,parking1,15,347,4.322766570605188
486.0,parking1,16,347,4.610951008645533
487.0,parking1,16,347,4.610951008645533
488.0,parking1,16,347,4.610951008645533
489.0,parking1,16,347,4.610951008645533
490.0,parking1,17,347,4.899135446685879
491.0,parking1,17,347,4.899135446685879
492.0,parking1,17,347,4.899135446685879
493.0,parking1,17,347,4.899135446685879
494.0,parking1,18,347,5.187319884726225
495.0,parking1,18,347,5.187319884726225
496.0,parking1,18,347,5.187319884726225
497.0,parking1,18,347,5.187319884726225
498.0,parking1,18,347,5.187319884726225
499.0,parking1,18,347,5.187319884726225
500.0,parking1,18,347,5.187319884726225
501.0,parking1,18,347,5.187319884726225
502.0,parking1,19,347,5.475504322766571
503.0,parking1,19,347,5.475504322766571
504.0,parking1,19,347,5.475504322766571
505.0,parking1,19,347,5.475504322766571
506.0,parking1,19,347,5.475504322766571
507.0,parking1,19,347,5.475504322766571
508.0,parking1,19,347,5.475504322766571
509.0,parking1,19,347,5.475504322766571
510.0,parking1,20,347,5.763688760806916
511.0,parking1,20,347,5.763688760806916
512.0,parking1,20,347,5.763688760806916
513.0,parking1,20,347,5.763688760806916
514.0,parking1,20,347,5.763688760806916
515.0,parking1,21,347,6.051873198847262
516.0,parking1,21,347,6.051873198847262
517.0,parking1,21,347,6.051873198847262
518.0,parking1,21,347,6.051873198847262
519.0,parking1,21,347,6.051873198847262
520.0,parking1,21,347,6.051873198847262
521.0,parking1,22,347,6.340057636887608
522.0,parking1,22,347,6.340057636887608
523.0,parking1,22,347,6.340057636887608
524.0,parking1,23,347,6.628242074927954
525.0,parking1,23,347,6.628242074927954
526.0,parking1,23,347,6.628242074927954
527.0,parking1,23,347,6.628242074927954
528.0,parking1,23,347,6.628242074927954
529.0,parking1,24,347,6.9164265129683
530.0,parking1,24,347,6.9164265129683
531.0,parking1,24,347,6.9164265129683
532.0,parking1,24,347,6.9164265129683
533.0,parking1,24,347,6.9164265129683
534.0,parking1,24,347,6.9164265129683
535.0,parking1,25,347,7.204610951008646
536.0,parking1,25,347,7.204610951008646
537.0,parking1,25,347,7.204610951008646
538.0,parking1,25,347,7.204610951008646
539.0,parking1,25,347,7.204610951008646
540.0,parking1,26,347,7.492795389048991
541.0,parking1,26,347,7.492795389048991
542.0,parking1,26,347,7.492795389048991
543.0,parking1,26,347,7.492795389048991
544.0,parking1,26,347,7.492795389048991
545.0,parking1,27,347,7.780979827089338
546.0,parking1,27,347,7.780979827089338
547.0,parking1,27,347,7.780979827089338
548.0,parking1,27,347,7.780979827089338
549.0,parking1,27,347,7.780979827089338
550.0,parking1,28,347,8.069164265129682
551.0,parking1,28,347,8.069164265129682
552.0,parking1,28,347,8.069164265129682
553.0,parking1,28,347,8.069164265129682
554.0,parking1,29,347,8.357348703170029
555.0,parking1,29,347,8.357348703170029
556.0,parking1,29,347,8.357348703170029
557.0,parking1,29,347,8.357348703170029
558.0,parking1,29,347,8.357348703170029
559.0,parking1,29,347,8.357348703170029
560.0,parking1,29,347,8.357348703170029
561.0,parking1,29,347,8.357348703170029
562.0,parking1,29,347,8.357348703170029
563.0,parking1,29,347,8.357348703170029
564.0,parking1,29,347,8.357348703170029
565.0,parking1,29,347,8.357348703170029
566.0,parking1,29,347,8.357348703170029
567.0,parking1,29,347,8.357348703170029
568.0,parking1,29,347,8.357348703170029
569.0,parking1,30,347,8.645533141210375
570.0,parking1,30,347,8.645533141210375
571.0,parking1,30,347,8.645533141210375
572.0,parking1,30,347,8.645533141210375
573.0,parking1,31,347,8.93371757925072
574.0,parking1,31,347,8.93371757925072
575.0,parking1,31,347,8.93371757925072
576.0,parking1,31,347,8.93371757925072
577.0,parking1,32,347,9.221902017291066
578.0,parking1,32,347,9.221902017291066
579.0,parking1,32,347,9.221902017291066
580.0,parking1,32,347,9.221902017291066
581.0,parking1,32,347,9.221902017291066
582.0,parking1,32,347,9.221902017291066
583.0,parking1,32,347,9.221902017291066
584.0,parking1,32,347,9.221902017291066
585.0,parking1,32,347,9.221902017291066
586.0,parking1,32,347,9.221902017291066
587.0,parking1,33,347,9.510086455331413
588.0,parking1,33,347,9.510086455331413
589.0,parking1,33,347,9.510086455331413
590.0,parking1,33,347,9.510086455331413
591.0,parking1,33,347,9.510086455331413
592.0,parking1,33,347,9.510086455331413
593.0,parking1,33,347,9.510086455331413
594.0,parking1,33,347,9.510086455331413
595.0,parking1,33,347,9.510086455331413
596.0,parking1,33,347,9.510086455331413
597.0,parking1,33,347,9.510086455331413
598.0,parking1,33,347,9.510086455331413
599.0,parking1,33,347,9.510086455331413
600.0,parking1,34,347,9.798270893371757
601.0,parking1,34,347,9.798270893371757
602.0,parking1,34,347,9.798270893371757
603.0,parking1,34,347,9.798270893371757
604.0,parking1,34,347,9.798270893371757
605.0,parking1,34,347,9.798270893371757
606.0,parking1,35,347,10.086455331412104
607.0,parking1,35,347,10.086455331412104
608.0,parking1,35,347,10.086455331412104
609.0,parking1,35,347,10.086455331412104
610.0,parking1,36,347,10.37463976945245
611.0,parking1,36,347,10.37463976945245
612.0,parking1,36,347,10.37463976945245
613.0,parking1,36,347,10.37463976945245
614.0,parking1,36,347,10.37463976945245
615.0,parking1,36,347,10.37463976945245
616.0,parking1,36,347,10.37463976945245
617.0,parking1,36,347,10.37463976945245
618.0,parking1,36,347,10.37463976945245
619.0,parking1,36,347,10.37463976945245
620.0,parking1,36,347,10.37463976945245
621.0,parking1,36,347,10.37463976945245
622.0,parking1,36,347,10.37463976945245
623.0,parking1,36,347,10.37463976945245
624.0,parking1,36,347,10.37463976945245
625.0,parking1,36,347,10.37463976945245
626.0,parking1,36,347,10.37463976945245
627.0,parking1,36,347,10.37463976945245
628.0,parking1,36,347,10.37463976945245
629.0,parking1,36,347,10.37463976945245
630.0,parking1,36,347,10.37463976945245
631.0,parking1,36,347,10.37463976945245
632.0,parking1,36,347,10.37463976945245
633.0,parking1,36,347,10.37463976945245
634.0,parking1,36,347,10.37463976945245
635.0,parking1,36,347,10.37463976945245
636.0,parking1,36,347,10.37463976945245
637.0,parking1,36,347,10.37463976945245
638.0,parking1,36,347,10.37463976945245
639.0,parking1,36,347,10.37463976945245
640.0,parking1,36,347,10.37463976945245
641.0,parking1,36,347,10.37463976945245
642.0,parking1,36,347,10.37463976945245
643.0,parking1,36,347,10.37463976945245
644.0,parking1,36,347,10.37463976945245
645.0,parking1,36,347,10.37463976945245
646.0,parking1,36,347,10.37463976945245
647.0,parking1,36,347,10.37463976945245
648.0,parking1,36,347,10.37463976945245
649.0,parking1,36,347,10.37463976945245
650.0,parking1,36,347,10.37463976945245
651.0,parking1,36,347,10.37463976945245
652.0,parking1,36,347,10.37463976945245
653.0,parking1,36,347,10.37463976945245
654.0,parking1,36,347,10.37463976945245
655.0,parking1,36,347,10.37463976945245
656.0,parking1,36,347,10.37463976945245
657.0,parking1,36,347,10.37463976945245
658.0,parking1,36,347,10.37463976945245
659.0,parking1,36,347,10.37463976945245
660.0,parking1,36,347,10.37463976945245
661.0,parking1,36,347,10.37463976945245
662.0,parking1,36,347,10.37463976945245
663.0,parking1,36,347,10.37463976945245
664.0,parking1,36,347,10.37463976945245
665.0,parking1,36,347,10.37463976945245
666.0,parking1,36,347,10.37463976945245
667.0,parking1,36,347,10.37463976945245
668.0,parking1,36,347,10.37463976945245
669.0,parking1,36,347,10.37463976945245
670.0,parking1,36,347,10.37463976945245
671.0,parking1,36,347,10.37463976945245
672.0,parking1,36,347,10.37463976945245
673.0,parking1,36,347,10.37463976945245
674.0,parking1,36,347,10.37463976945245
675.0,parking1,36,347,10.37463976945245
676.0,parking1,36,347,10.37463976945245
677.0,parking1,36,347,10.37463976945245
678.0,parking1,36,347,10.37463976945245
679.0,parking1,36,347,10.37463976945245
680.0,parking1,36,347,10.37463976945245
681.0,parking1,36,347,10.37463976945245
682.0,parking1,36,347,10.37463976945245
683.0,parking1,36,347,10.37463976945245
684.0,parking1,36,347,10.37463976945245
685.0,parking1,36,347,10.37463976945245
686.0,parking1,36,347,10.37463976945245
687.0,parking1,36,347,10.37463976945245
688.0,parking1,36,347,10.37463976945245
689.0,parking1,36,347,10.37463976945245
690.0,parking1,36,347,10.37463976945245
691.0,parking1,36,347,10.37463976945245
692.0,parking1,36,347,10.37463976945245
693.0,parking1,36,347,10.37463976945245
694.0,parking1,36,347,10.37463976945245
695.0,parking1,36,347,10.37463976945245
696.0,parking1,36,347,10.37463976945245
697.0,parking1,36,347,10.37463976945245
698.0,parking1,36,347,10.37463976945245
699.0,parking1,36,347,10.37463976945245
700.0,parking1,36,347,10.37463976945245
701.0,parking1,36,347,10.37463976945245
702.0,parking1,36,347,10.37463976945245
703.0,parking1,36,347,10.37463976945245
704.0,parking1,36,347,10.37463976945245
705.0,parking1,36,347,10.37463976945245
706.0,parking1,36,347,10.37463976945245
707.0,parking1,36,347,10.37463976945245
708.0,parking1,36,347,10.37463976945245
709.0,parking1,36,347,10.37463976945245
