time,parking_id,occupied,capacity,occupancy_rate
1952.0,parking1,92,347,26.512968299711815
1953.0,parking1,92,347,26.512968299711815
1954.0,parking1,92,347,26.512968299711815
1955.0,parking1,92,347,26.512968299711815
1956.0,parking1,92,347,26.512968299711815
1957.0,parking1,92,347,26.512968299711815
1958.0,parking1,92,347,26.512968299711815
1959.0,parking1,92,347,26.512968299711815
1960.0,parking1,92,347,26.512968299711815
1961.0,parking1,92,347,26.512968299711815
1962.0,parking1,92,347,26.512968299711815
1963.0,parking1,92,347,26.512968299711815
1964.0,parking1,92,347,26.512968299711815
1965.0,parking1,92,347,26.512968299711815
1966.0,parking1,92,347,26.512968299711815
1967.0,parking1,92,347,26.512968299711815
1968.0,parking1,92,347,26.512968299711815
1969.0,parking1,92,347,26.512968299711815
1970.0,parking1,92,347,26.512968299711815
1971.0,parking1,92,347,26.512968299711815
1972.0,parking1,92,347,26.512968299711815
1973.0,parking1,92,347,26.512968299711815
1974.0,parking1,92,347,26.512968299711815
1975.0,parking1,92,347,26.512968299711815
1976.0,parking1,92,347,26.512968299711815
1977.0,parking1,92,347,26.512968299711815
1978.0,parking1,92,347,26.512968299711815
1979.0,parking1,92,347,26.512968299711815
1980.0,parking1,92,347,26.512968299711815
1981.0,parking1,92,347,26.512968299711815
1982.0,parking1,92,347,26.512968299711815
1983.0,parking1,92,347,26.512968299711815
1984.0,parking1,92,347,26.512968299711815
1985.0,parking1,92,347,26.512968299711815
1986.0,parking1,92,347,26.512968299711815
1987.0,parking1,92,347,26.512968299711815
1988.0,parking1,92,347,26.512968299711815
1989.0,parking1,92,347,26.512968299711815
1990.0,parking1,92,347,26.512968299711815
1991.0,parking1,92,347,26.512968299711815
1992.0,parking1,92,347,26.512968299711815
1993.0,parking1,92,347,26.512968299711815
1994.0,parking1,92,347,26.512968299711815
1995.0,parking1,92,347,26.512968299711815
1996.0,parking1,92,347,26.512968299711815
1997.0,parking1,92,347,26.512968299711815
1998.0,parking1,92,347,26.512968299711815
1999.0,parking1,92,347,26.512968299711815
2000.0,parking1,92,347,26.512968299711815
2001.0,parking1,92,347,26.512968299711815
2002.0,parking1,92,347,26.512968299711815
2003.0,parking1,92,347,26.512968299711815
2004.0,parking1,92,347,26.512968299711815
2005.0,parking1,93,347,26.801152737752158
2006.0,parking1,93,347,26.801152737752158
2007.0,parking1,93,347,26.801152737752158
2008.0,parking1,93,347,26.801152737752158
2009.0,parking1,93,347,26.801152737752158
2010.0,parking1,93,347,26.801152737752158
2011.0,parking1,94,347,27.089337175792505
2012.0,parking1,94,347,27.089337175792505
2013.0,parking1,94,347,27.089337175792505
2014.0,parking1,94,347,27.089337175792505
2015.0,parking1,94,347,27.089337175792505
2016.0,parking1,94,347,27.089337175792505
2017.0,parking1,95,347,27.37752161383285
2018.0,parking1,95,347,27.37752161383285
2019.0,parking1,95,347,27.37752161383285
2020.0,parking1,95,347,27.37752161383285
2021.0,parking1,95,347,27.37752161383285
2022.0,parking1,96,347,27.6657060518732
2023.0,parking1,96,347,27.6657060518732
2024.0,parking1,96,347,27.6657060518732
2025.0,parking1,96,347,27.6657060518732
2026.0,parking1,96,347,27.6657060518732
2027.0,parking1,97,347,27.953890489913547
2028.0,parking1,97,347,27.953890489913547
2029.0,parking1,97,347,27.953890489913547
2030.0,parking1,97,347,27.953890489913547
2031.0,parking1,97,347,27.953890489913547
2032.0,parking1,97,347,27.953890489913547
2033.0,parking1,97,347,27.953890489913547
2034.0,parking1,97,347,27.953890489913547
2035.0,parking1,97,347,27.953890489913547
2036.0,parking1,97,347,27.953890489913547
2037.0,parking1,97,347,27.953890489913547
2038.0,parking1,97,347,27.953890489913547
2039.0,parking1,97,347,27.953890489913547
2040.0,parking1,97,347,27.953890489913547
2041.0,parking1,97,347,27.953890489913547
2042.0,parking1,97,347,27.953890489913547
2043.0,parking1,97,347,27.953890489913547
2044.0,parking1,97,347,27.953890489913547
2045.0,parking1,97,347,27.953890489913547
2046.0,parking1,97,347,27.953890489913547
2047.0,parking1,97,347,27.953890489913547
2048.0,parking1,97,347,27.953890489913547
2049.0,parking1,97,347,27.953890489913547
2050.0,parking1,97,347,27.953890489913547
2051.0,parking1,97,347,27.953890489913547
2052.0,parking1,97,347,27.953890489913547
2053.0,parking1,97,347,27.953890489913547
2054.0,parking1,97,347,27.953890489913547
2055.0,parking1,97,347,27.953890489913547
2056.0,parking1,97,347,27.953890489913547
2057.0,parking1,97,347,27.953890489913547
2058.0,parking1,97,347,27.953890489913547
2059.0,parking1,97,347,27.953890489913547
2060.0,parking1,97,347,27.953890489913547
2061.0,parking1,97,347,27.953890489913547
2062.0,parking1,98,347,28.24207492795389
2063.0,parking1,98,347,28.24207492795389
2064.0,parking1,98,347,28.24207492795389
2065.0,parking1,98,347,28.24207492795389
2066.0,parking1,98,347,28.24207492795389
2067.0,parking1,98,347,28.24207492795389
2068.0,parking1,98,347,28.24207492795389
2069.0,parking1,98,347,28.24207492795389
2070.0,parking1,98,347,28.24207492795389
2071.0,parking1,98,347,28.24207492795389
2072.0,parking1,98,347,28.24207492795389
2073.0,parking1,98,347,28.24207492795389
2074.0,parking1,98,347,28.24207492795389
2075.0,parking1,98,347,28.24207492795389
2076.0,parking1,98,347,28.24207492795389
2077.0,parking1,98,347,28.24207492795389
2078.0,parking1,98,347,28.24207492795389
2079.0,parking1,98,347,28.24207492795389
2080.0,parking1,98,347,28.24207492795389
2081.0,parking1,98,347,28.24207492795389
2082.0,parking1,98,347,28.24207492795389
2083.0,parking1,98,347,28.24207492795389
2084.0,parking1,98,347,28.24207492795389
2085.0,parking1,98,347,28.24207492795389
2086.0,parking1,98,347,28.24207492795389
2087.0,parking1,98,347,28.24207492795389
2088.0,parking1,98,347,28.24207492795389
2089.0,parking1,98,347,28.24207492795389
2090.0,parking1,98,347,28.24207492795389
2091.0,parking1,98,347,28.24207492795389
2092.0,parking1,98,347,28.24207492795389
2093.0,parking1,98,347,28.24207492795389
2094.0,parking1,98,347,28.24207492795389
2095.0,parking1,98,347,28.24207492795389
2096.0,parking1,98,347,28.24207492795389
2097.0,parking1,98,347,28.24207492795389
2098.0,parking1,98,347,28.24207492795389
2099.0,parking1,98,347,28.24207492795389
2100.0,parking1,98,347,28.24207492795389
2101.0,parking1,98,347,28.24207492795389
2102.0,parking1,98,347,28.24207492795389
2103.0,parking1,99,347,28.530259365994237
2104.0,parking1,99,347,28.530259365994237
2105.0,parking1,99,347,28.530259365994237
2106.0,parking1,99,347,28.530259365994237
2107.0,parking1,99,347,28.530259365994237
2108.0,parking1,99,347,28.530259365994237
2109.0,parking1,99,347,28.530259365994237
2110.0,parking1,99,347,28.530259365994237
2111.0,parking1,99,347,28.530259365994237
2112.0,parking1,99,347,28.530259365994237
2113.0,parking1,99,347,28.530259365994237
2114.0,parking1,99,347,28.530259365994237
2115.0,parking1,99,347,28.530259365994237
2116.0,parking1,99,347,28.530259365994237
2117.0,parking1,99,347,28.530259365994237
2118.0,parking1,99,347,28.530259365994237
2119.0,parking1,99,347,28.530259365994237
2120.0,parking1,99,347,28.530259365994237
2121.0,parking1,99,347,28.530259365994237
2122.0,parking1,99,347,28.530259365994237
2123.0,parking1,99,347,28.530259365994237
2124.0,parking1,99,347,28.530259365994237
2125.0,parking1,99,347,28.530259365994237
2126.0,parking1,99,347,28.530259365994237
2127.0,parking1,99,347,28.530259365994237
2128.0,parking1,99,347,28.530259365994237
2129.0,parking1,99,347,28.530259365994237
2130.0,parking1,99,347,28.530259365994237
2131.0,parking1,99,347,28.530259365994237
2132.0,parking1,99,347,28.530259365994237
2133.0,parking1,99,347,28.530259365994237
2134.0,parking1,99,347,28.530259365994237
2135.0,parking1,99,347,28.530259365994237
2136.0,parking1,99,347,28.530259365994237
2137.0,parking1,99,347,28.530259365994237
2138.0,parking1,99,347,28.530259365994237
2139.0,parking1,99,347,28.530259365994237
2140.0,parking1,99,347,28.530259365994237
2141.0,parking1,99,347,28.530259365994237
2142.0,parking1,99,347,28.530259365994237
2143.0,parking1,99,347,28.530259365994237
2144.0,parking1,99,347,28.530259365994237
2145.0,parking1,99,347,28.530259365994237
2146.0,parking1,99,347,28.530259365994237
2147.0,parking1,99,347,28.530259365994237
2148.0,parking1,99,347,28.530259365994237
2149.0,parking1,99,347,28.530259365994237
2150.0,parking1,99,347,28.530259365994237
2151.0,parking1,99,347,28.530259365994237
2152.0,parking1,99,347,28.530259365994237
2153.0,parking1,99,347,28.530259365994237
2154.0,parking1,99,347,28.530259365994237
2155.0,parking1,99,347,28.530259365994237
2156.0,parking1,99,347,28.530259365994237
2157.0,parking1,99,347,28.530259365994237
2158.0,parking1,99,347,28.530259365994237
2159.0,parking1,99,347,28.530259365994237
2160.0,parking1,99,347,28.530259365994237
2161.0,parking1,100,347,28.818443804034583
2162.0,parking1,100,347,28.818443804034583
2163.0,parking1,100,347,28.818443804034583
2164.0,parking1,100,347,28.818443804034583
2165.0,parking1,100,347,28.818443804034583
2166.0,parking1,101,347,29.106628242074926
2167.0,parking1,101,347,29.106628242074926
2168.0,parking1,101,347,29.106628242074926
2169.0,parking1,101,347,29.106628242074926
2170.0,parking1,101,347,29.106628242074926
2171.0,parking1,102,347,29.394812680115272
2172.0,parking1,102,347,29.394812680115272
2173.0,parking1,102,347,29.394812680115272
2174.0,parking1,102,347,29.394812680115272
2175.0,parking1,102,347,29.394812680115272
2176.0,parking1,102,347,29.394812680115272
2177.0,parking1,102,347,29.394812680115272
2178.0,parking1,102,347,29.394812680115272
2179.0,parking1,102,347,29.394812680115272
2180.0,parking1,102,347,29.394812680115272
2181.0,parking1,103,347,29.68299711815562
2182.0,parking1,103,347,29.68299711815562
2183.0,parking1,103,347,29.68299711815562
2184.0,parking1,103,347,29.68299711815562
2185.0,parking1,103,347,29.68299711815562
2186.0,parking1,103,347,29.68299711815562
2187.0,parking1,104,347,29.971181556195965
2188.0,parking1,104,347,29.971181556195965
2189.0,parking1,104,347,29.971181556195965
2190.0,parking1,104,347,29.971181556195965
2191.0,parking1,105,347,30.25936599423631
2192.0,parking1,105,347,30.25936599423631
2193.0,parking1,105,347,30.25936599423631
2194.0,parking1,105,347,30.25936599423631
2195.0,parking1,105,347,30.25936599423631
2196.0,parking1,106,347,30.547550432276655
2197.0,parking1,106,347,30.547550432276655
2198.0,parking1,106,347,30.547550432276655
2199.0,parking1,106,347,30.547550432276655
2200.0,parking1,106,347,30.547550432276655
2201.0,parking1,106,347,30.547550432276655
2202.0,parking1,106,347,30.547550432276655
2203.0,parking1,106,347,30.547550432276655
2204.0,parking1,106,347,30.547550432276655
2205.0,parking1,106,347,30.547550432276655
2206.0,parking1,106,347,30.547550432276655
2207.0,parking1,106,347,30.547550432276655
2208.0,parking1,106,347,30.547550432276655
2209.0,parking1,106,347,30.547550432276655
2210.0,parking1,106,347,30.547550432276655
2211.0,parking1,106,347,30.547550432276655
2212.0,parking1,106,347,30.547550432276655
2213.0,parking1,106,347,30.547550432276655
2214.0,parking1,106,347,30.547550432276655
2215.0,parking1,106,347,30.547550432276655
2216.0,parking1,106,347,30.547550432276655
2217.0,parking1,106,347,30.547550432276655
2218.0,parking1,106,347,30.547550432276655
2219.0,parking1,106,347,30.547550432276655
2220.0,parking1,106,347,30.547550432276655
2221.0,parking1,106,347,30.547550432276655
2222.0,parking1,106,347,30.547550432276655
2223.0,parking1,106,347,30.547550432276655
2224.0,parking1,106,347,30.547550432276655
2225.0,parking1,106,347,30.547550432276655
2226.0,parking1,106,347,30.547550432276655
2227.0,parking1,106,347,30.547550432276655
2228.0,parking1,106,347,30.547550432276655
2229.0,parking1,106,347,30.547550432276655
2230.0,parking1,106,347,30.547550432276655
2231.0,parking1,106,347,30.547550432276655
2232.0,parking1,106,347,30.547550432276655
2233.0,parking1,106,347,30.547550432276655
2234.0,parking1,106,347,30.547550432276655
2235.0,parking1,106,347,30.547550432276655
2236.0,parking1,106,347,30.547550432276655
2237.0,parking1,106,347,30.547550432276655
2238.0,parking1,106,347,30.547550432276655
2239.0,parking1,106,347,30.547550432276655
2240.0,parking1,106,347,30.547550432276655
2241.0,parking1,106,347,30.547550432276655
2242.0,parking1,106,347,30.547550432276655
2243.0,parking1,106,347,30.547550432276655
2244.0,parking1,106,347,30.547550432276655
2245.0,parking1,106,347,30.547550432276655
2246.0,parking1,106,347,30.547550432276655
2247.0,parking1,106,347,30.547550432276655
2248.0,parking1,106,347,30.547550432276655
2249.0,parking1,106,347,30.547550432276655
2250.0,parking1,106,347,30.547550432276655
2251.0,parking1,106,347,30.547550432276655
2252.0,parking1,106,347,30.547550432276655
2253.0,parking1,106,347,30.547550432276655
2254.0,parking1,106,347,30.547550432276655
2255.0,parking1,106,347,30.547550432276655
2256.0,parking1,106,347,30.547550432276655
2257.0,parking1,106,347,30.547550432276655
2258.0,parking1,106,347,30.547550432276655
2259.0,parking1,106,347,30.547550432276655
2260.0,parking1,106,347,30.547550432276655
2261.0,parking1,106,347,30.547550432276655
2262.0,parking1,106,347,30.547550432276655
2263.0,parking1,106,347,30.547550432276655
2264.0,parking1,106,347,30.547550432276655
2265.0,parking1,106,347,30.547550432276655
2266.0,parking1,106,347,30.547550432276655
2267.0,parking1,106,347,30.547550432276655
2268.0,parking1,106,347,30.547550432276655
2269.0,parking1,106,347,30.547550432276655
2270.0,parking1,106,347,30.547550432276655
2271.0,parking1,106,347,30.547550432276655
2272.0,parking1,106,347,30.547550432276655
2273.0,parking1,106,347,30.547550432276655
2274.0,parking1,106,347,30.547550432276655
2275.0,parking1,106,347,30.547550432276655
2276.0,parking1,106,347,30.547550432276655
2277.0,parking1,106,347,30.547550432276655
2278.0,parking1,106,347,30.547550432276655
2279.0,parking1,106,347,30.547550432276655
2280.0,parking1,106,347,30.547550432276655
2281.0,parking1,106,347,30.547550432276655
2282.0,parking1,106,347,30.547550432276655
2283.0,parking1,106,347,30.547550432276655
2284.0,parking1,106,347,30.547550432276655
2285.0,parking1,106,347,30.547550432276655
2286.0,parking1,106,347,30.547550432276655
2287.0,parking1,106,347,30.547550432276655
2288.0,parking1,106,347,30.547550432276655
2289.0,parking1,105,347,30.25936599423631
2290.0,parking1,105,347,30.25936599423631
2291.0,parking1,105,347,30.25936599423631
2292.0,parking1,105,347,30.25936599423631
2293.0,parking1,105,347,30.25936599423631
2294.0,parking1,104,347,29.971181556195965
2295.0,parking1,104,347,29.971181556195965
2296.0,parking1,104,347,29.971181556195965
2297.0,parking1,104,347,29.971181556195965
2298.0,parking1,103,347,29.68299711815562
2299.0,parking1,103,347,29.68299711815562
2300.0,parking1,103,347,29.68299711815562
2301.0,parking1,103,347,29.68299711815562
2302.0,parking1,103,347,29.68299711815562
2303.0,parking1,102,347,29.394812680115272
2304.0,parking1,102,347,29.394812680115272
2305.0,parking1,102,347,29.394812680115272
2306.0,parking1,102,347,29.394812680115272
2307.0,parking1,102,347,29.394812680115272
2308.0,parking1,101,347,29.106628242074926
2309.0,parking1,101,347,29.106628242074926
2310.0,parking1,101,347,29.106628242074926
2311.0,parking1,101,347,29.106628242074926
2312.0,parking1,100,347,28.818443804034583
2313.0,parking1,100,347,28.818443804034583
2314.0,parking1,100,347,28.818443804034583
2315.0,parking1,100,347,28.818443804034583
2316.0,parking1,100,347,28.818443804034583
2317.0,parking1,99,347,28.530259365994237
2318.0,parking1,99,347,28.530259365994237
2319.0,parking1,99,347,28.530259365994237
2320.0,parking1,99,347,28.530259365994237
2321.0,parking1,99,347,28.530259365994237
2322.0,parking1,99,347,28.530259365994237
2323.0,parking1,99,347,28.530259365994237
2324.0,parking1,99,347,28.530259365994237
2325.0,parking1,99,347,28.530259365994237
2326.0,parking1,99,347,28.530259365994237
2327.0,parking1,99,347,28.530259365994237
2328.0,parking1,99,347,28.530259365994237
2329.0,parking1,99,347,28.530259365994237
2330.0,parking1,99,347,28.530259365994237
2331.0,parking1,99,347,28.530259365994237
2332.0,parking1,99,347,28.530259365994237
2333.0,parking1,99,347,28.530259365994237
2334.0,parking1,99,347,28.530259365994237
2335.0,parking1,99,347,28.530259365994237
2336.0,parking1,99,347,28.530259365994237
2337.0,parking1,99,347,28.530259365994237
2338.0,parking1,100,347,28.818443804034583
2339.0,parking1,100,347,28.818443804034583
2340.0,parking1,100,347,28.818443804034583
2341.0,parking1,100,347,28.818443804034583
2342.0,parking1,100,347,28.818443804034583
2343.0,parking1,101,347,29.106628242074926
2344.0,parking1,101,347,29.106628242074926
2345.0,parking1,101,347,29.106628242074926
2346.0,parking1,101,347,29.106628242074926
2347.0,parking1,101,347,29.106628242074926
2348.0,parking1,101,347,29.106628242074926
2349.0,parking1,101,347,29.106628242074926
2350.0,parking1,101,347,29.106628242074926
2351.0,parking1,101,347,29.106628242074926
2352.0,parking1,101,347,29.106628242074926
2353.0,parking1,101,347,29.106628242074926
2354.0,parking1,102,347,29.394812680115272
2355.0,parking1,102,347,29.394812680115272
2356.0,parking1,102,347,29.394812680115272
2357.0,parking1,102,347,29.394812680115272
2358.0,parking1,102,347,29.394812680115272
2359.0,parking1,102,347,29.394812680115272
2360.0,parking1,102,347,29.394812680115272
2361.0,parking1,102,347,29.394812680115272
2362.0,parking1,102,347,29.394812680115272
2363.0,parking1,102,347,29.394812680115272
2364.0,parking1,102,347,29.394812680115272
2365.0,parking1,102,347,29.394812680115272
2366.0,parking1,102,347,29.394812680115272
2367.0,parking1,103,347,29.68299711815562
2368.0,parking1,103,347,29.68299711815562
2369.0,parking1,103,347,29.68299711815562
2370.0,parking1,103,347,29.68299711815562
2371.0,parking1,103,347,29.68299711815562
2372.0,parking1,104,347,29.971181556195965
2373.0,parking1,104,347,29.971181556195965
2374.0,parking1,104,347,29.971181556195965
2375.0,parking1,104,347,29.971181556195965
2376.0,parking1,104,347,29.971181556195965
2377.0,parking1,105,347,30.25936599423631
2378.0,parking1,105,347,30.25936599423631
2379.0,parking1,105,347,30.25936599423631
2380.0,parking1,105,347,30.25936599423631
2381.0,parking1,105,347,30.25936599423631
2382.0,parking1,106,347,30.547550432276655
2383.0,parking1,106,347,30.547550432276655
2384.0,parking1,106,347,30.547550432276655
2385.0,parking1,106,347,30.547550432276655
2386.0,parking1,106,347,30.547550432276655
2387.0,parking1,106,347,30.547550432276655
2388.0,parking1,106,347,30.547550432276655
2389.0,parking1,106,347,30.547550432276655
2390.0,parking1,106,347,30.547550432276655
2391.0,parking1,106,347,30.547550432276655
2392.0,parking1,106,347,30.547550432276655
2393.0,parking1,106,347,30.547550432276655
2394.0,parking1,106,347,30.547550432276655
2395.0,parking1,106,347,30.547550432276655
2396.0,parking1,106,347,30.547550432276655
2397.0,parking1,106,347,30.547550432276655
2398.0,parking1,106,347,30.547550432276655
2399.0,parking1,106,347,30.547550432276655
2400.0,parking1,106,347,30.547550432276655
2401.0,parking1,106,347,30.547550432276655
2402.0,parking1,106,347,30.547550432276655
2403.0,parking1,106,347,30.547550432276655
2404.0,parking1,106,347,30.547550432276655
2405.0,parking1,106,347,30.547550432276655
2406.0,parking1,106,347,30.547550432276655
2407.0,parking1,106,347,30.547550432276655
2408.0,parking1,106,347,30.547550432276655
2409.0,parking1,106,347,30.547550432276655
2410.0,parking1,106,347,30.547550432276655
2411.0,parking1,106,347,30.547550432276655
2412.0,parking1,106,347,30.547550432276655
2413.0,parking1,106,347,30.547550432276655
2414.0,parking1,106,347,30.547550432276655
2415.0,parking1,106,347,30.547550432276655
2416.0,parking1,106,347,30.547550432276655
2417.0,parking1,106,347,30.547550432276655
2418.0,parking1,106,347,30.547550432276655
2419.0,parking1,106,347,30.547550432276655
2420.0,parking1,106,347,30.547550432276655
2421.0,parking1,106,347,30.547550432276655
2422.0,parking1,106,347,30.547550432276655
2423.0,parking1,106,347,30.547550432276655
2424.0,parking1,106,347,30.547550432276655
2425.0,parking1,106,347,30.547550432276655
2426.0,parking1,106,347,30.547550432276655
2427.0,parking1,106,347,30.547550432276655
2428.0,parking1,106,347,30.547550432276655
2429.0,parking1,106,347,30.547550432276655
2430.0,parking1,106,347,30.547550432276655
2431.0,parking1,106,347,30.547550432276655
2432.0,parking1,106,347,30.547550432276655
2433.0,parking1,106,347,30.547550432276655
2434.0,parking1,106,347,30.547550432276655
2435.0,parking1,106,347,30.547550432276655
2436.0,parking1,106,347,30.547550432276655
2437.0,parking1,106,347,30.547550432276655
2438.0,parking1,106,347,30.547550432276655
2439.0,parking1,106,347,30.547550432276655
2440.0,parking1,106,347,30.547550432276655
2441.0,parking1,106,347,30.547550432276655
2442.0,parking1,106,347,30.547550432276655
2443.0,parking1,106,347,30.547550432276655
2444.0,parking1,106,347,30.547550432276655
2445.0,parking1,106,347,30.547550432276655
2446.0,parking1,106,347,30.547550432276655
2447.0,parking1,106,347,30.547550432276655
2448.0,parking1,106,347,30.547550432276655
2449.0,parking1,106,347,30.547550432276655
2450.0,parking1,106,347,30.547550432276655
2451.0,parking1,106,347,30.547550432276655
2452.0,parking1,106,347,30.547550432276655
2453.0,parking1,106,347,30.547550432276655
2454.0,parking1,106,347,30.547550432276655
2455.0,parking1,106,347,30.547550432276655
2456.0,parking1,106,347,30.547550432276655
2457.0,parking1,106,347,30.547550432276655
2458.0,parking1,106,347,30.547550432276655
2459.0,parking1,106,347,30.547550432276655
2460.0,parking1,106,347,30.547550432276655
2461.0,parking1,106,347,30.547550432276655
2462.0,parking1,106,347,30.547550432276655
2463.0,parking1,106,347,30.547550432276655
2464.0,parking1,106,347,30.547550432276655
2465.0,parking1,106,347,30.547550432276655
2466.0,parking1,106,347,30.547550432276655
2467.0,parking1,106,347,30.547550432276655
2468.0,parking1,106,347,30.547550432276655
2469.0,parking1,106,347,30.547550432276655
2470.0,parking1,106,347,30.547550432276655
2471.0,parking1,106,347,30.547550432276655
2472.0,parking1,106,347,30.547550432276655
2473.0,parking1,106,347,30.547550432276655
2474.0,parking1,106,347,30.547550432276655
2475.0,parking1,106,347,30.547550432276655
2476.0,parking1,106,347,30.547550432276655
2477.0,parking1,106,347,30.547550432276655
2478.0,parking1,106,347,30.547550432276655
2479.0,parking1,106,347,30.547550432276655
2480.0,parking1,106,347,30.547550432276655
2481.0,parking1,106,347,30.547550432276655
2482.0,parking1,106,347,30.547550432276655
2483.0,parking1,106,347,30.547550432276655
2484.0,parking1,106,347,30.547550432276655
2485.0,parking1,106,347,30.547550432276655
2486.0,parking1,106,347,30.547550432276655
2487.0,parking1,106,347,30.547550432276655
2488.0,parking1,106,347,30.547550432276655
2489.0,parking1,106,347,30.547550432276655
2490.0,parking1,106,347,30.547550432276655
2491.0,parking1,106,347,30.547550432276655
2492.0,parking1,106,347,30.547550432276655
2493.0,parking1,106,347,30.547550432276655
2494.0,parking1,106,347,30.547550432276655
2495.0,parking1,106,347,30.547550432276655
2496.0,parking1,106,347,30.547550432276655
2497.0,parking1,106,347,30.547550432276655
2498.0,parking1,106,347,30.547550432276655
2499.0,parking1,106,347,30.547550432276655
2500.0,parking1,106,347,30.547550432276655
2501.0,parking1,106,347,30.547550432276655
2502.0,parking1,106,347,30.547550432276655
2503.0,parking1,106,347,30.547550432276655
2504.0,parking1,106,347,30.547550432276655
2505.0,parking1,106,347,30.547550432276655
2506.0,parking1,106,347,30.547550432276655
2507.0,parking1,106,347,30.547550432276655
2508.0,parking1,106,347,30.547550432276655
2509.0,parking1,106,347,30.547550432276655
2510.0,parking1,106,347,30.547550432276655
2511.0,parking1,106,347,30.547550432276655
2512.0,parking1,106,347,30.547550432276655
2513.0,parking1,106,347,30.547550432276655
2514.0,parking1,106,347,30.547550432276655
2515.0,parking1,106,347,30.547550432276655
2516.0,parking1,106,347,30.547550432276655
2517.0,parking1,106,347,30.547550432276655
2518.0,parking1,106,347,30.547550432276655
2519.0,parking1,106,347,30.547550432276655
2520.0,parking1,106,347,30.547550432276655
2521.0,parking1,106,347,30.547550432276655
2522.0,parking1,106,347,30.547550432276655
2523.0,parking1,106,347,30.547550432276655
2524.0,parking1,106,347,30.547550432276655
2525.0,parking1,106,347,30.547550432276655
2526.0,parking1,106,347,30.547550432276655
2527.0,parking1,106,347,30.547550432276655
2528.0,parking1,106,347,30.547550432276655
2529.0,parking1,106,347,30.547550432276655
2530.0,parking1,106,347,30.547550432276655
2531.0,parking1,106,347,30.547550432276655
2532.0,parking1,106,347,30.547550432276655
2533.0,parking1,106,347,30.547550432276655
2534.0,parking1,106,347,30.547550432276655
2535.0,parking1,106,347,30.547550432276655
2536.0,parking1,106,347,30.547550432276655
2537.0,parking1,106,347,30.547550432276655
2538.0,parking1,106,347,30.547550432276655
2539.0,parking1,106,347,30.547550432276655
2540.0,parking1,106,347,30.547550432276655
2541.0,parking1,106,347,30.547550432276655
2542.0,parking1,106,347,30.547550432276655
2543.0,parking1,106,347,30.547550432276655
2544.0,parking1,106,347,30.547550432276655
2545.0,parking1,106,347,30.547550432276655
2546.0,parking1,106,347,30.547550432276655
2547.0,parking1,106,347,30.547550432276655
2548.0,parking1,106,347,30.547550432276655
2549.0,parking1,106,347,30.547550432276655
2550.0,parking1,106,347,30.547550432276655
2551.0,parking1,106,347,30.547550432276655
2552.0,parking1,106,347,30.547550432276655
2553.0,parking1,106,347,30.547550432276655
2554.0,parking1,106,347,30.547550432276655
2555.0,parking1,106,347,30.547550432276655
2556.0,parking1,106,347,30.547550432276655
2557.0,parking1,106,347,30.547550432276655
2558.0,parking1,106,347,30.547550432276655
2559.0,parking1,106,347,30.547550432276655
2560.0,parking1,106,347,30.547550432276655
2561.0,parking1,106,347,30.547550432276655
2562.0,parking1,106,347,30.547550432276655
2563.0,parking1,106,347,30.547550432276655
2564.0,parking1,106,347,30.547550432276655
2565.0,parking1,106,347,30.547550432276655
2566.0,parking1,106,347,30.547550432276655
2567.0,parking1,106,347,30.547550432276655
2568.0,parking1,106,347,30.547550432276655
2569.0,parking1,106,347,30.547550432276655
2570.0,parking1,106,347,30.547550432276655
2571.0,parking1,106,347,30.547550432276655
2572.0,parking1,106,347,30.547550432276655
2573.0,parking1,106,347,30.547550432276655
2574.0,parking1,106,347,30.547550432276655
2575.0,parking1,106,347,30.547550432276655
2576.0,parking1,106,347,30.547550432276655
2577.0,parking1,106,347,30.547550432276655
2578.0,parking1,106,347,30.547550432276655
2579.0,parking1,106,347,30.547550432276655
2580.0,parking1,106,347,30.547550432276655
2581.0,parking1,106,347,30.547550432276655
2582.0,parking1,106,347,30.547550432276655
2583.0,parking1,106,347,30.547550432276655
2584.0,parking1,106,347,30.547550432276655
2585.0,parking1,106,347,30.547550432276655
2586.0,parking1,106,347,30.547550432276655
2587.0,parking1,106,347,30.547550432276655
2588.0,parking1,106,347,30.547550432276655
2589.0,parking1,106,347,30.547550432276655
2590.0,parking1,106,347,30.547550432276655
2591.0,parking1,106,347,30.547550432276655
2592.0,parking1,106,347,30.547550432276655
2593.0,parking1,106,347,30.547550432276655
2594.0,parking1,106,347,30.547550432276655
2595.0,parking1,106,347,30.547550432276655
2596.0,parking1,106,347,30.547550432276655
2597.0,parking1,106,347,30.547550432276655
2598.0,parking1,106,347,30.547550432276655
2599.0,parking1,106,347,30.547550432276655
2600.0,parking1,106,347,30.547550432276655
2601.0,parking1,106,347,30.547550432276655
2602.0,parking1,106,347,30.547550432276655
2603.0,parking1,106,347,30.547550432276655
2604.0,parking1,106,347,30.547550432276655
2605.0,parking1,106,347,30.547550432276655
2606.0,parking1,106,347,30.547550432276655
2607.0,parking1,106,347,30.547550432276655
2608.0,parking1,106,347,30.547550432276655
2609.0,parking1,106,347,30.547550432276655
2610.0,parking1,106,347,30.547550432276655
2611.0,parking1,106,347,30.547550432276655
2612.0,parking1,106,347,30.547550432276655
2613.0,parking1,106,347,30.547550432276655
2614.0,parking1,106,347,30.547550432276655
2615.0,parking1,106,347,30.547550432276655
2616.0,parking1,106,347,30.547550432276655
